com.samsung.shealth.tracker.floors_day_summary,6302031,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
62810050,,62810050,2024-10-24 04:58:34.368,2024-10-24 04:58:34.368,14,1,eyJR0JcLIT,com.sec.android.app.shealth,c5d04ef3-8854-43b3-8409-2f7488e805c0,1712880000000,
62810050,,62810050,2024-10-24 04:58:35.533,2024-10-24 04:58:35.533,13,1,eyJR0JcLIT,com.sec.android.app.shealth,7e6b3e77-342b-46a8-89eb-3f9b7a49e3c9,1716336000000,
62810050,,62820030,2024-11-11 21:43:39.433,2024-10-24 04:58:35.542,4,1,eyJR0JcLIT,com.sec.android.app.shealth,386259fb-0155-43a0-8dfa-ddc736e6adef,1729555200000,
62810050,,62810050,2024-10-24 04:58:35.554,2024-10-24 04:58:35.554,3,1,eyJR0JcLIT,com.sec.android.app.shealth,9be83f61-8560-481f-ad81-21eb5250c35e,1719187200000,
62810050,,62810050,2024-10-24 04:58:36.536,2024-10-24 04:58:36.536,8,1,eyJR0JcLIT,com.sec.android.app.shealth,0b19e51a-d05a-49e4-9390-a362f10188ce,1694995200000,
62810050,,62810050,2024-10-24 04:58:36.546,2024-10-24 04:58:36.546,11,1,eyJR0JcLIT,com.sec.android.app.shealth,64567622-8fd7-41a9-9abd-69558247187d,1705363200000,
62810050,,62810050,2024-10-24 04:58:36.553,2024-10-24 04:58:36.553,5,1,eyJR0JcLIT,com.sec.android.app.shealth,208524b3-4025-423d-b763-5a872983fa5e,1701907200000,
62810050,,62810050,2024-10-24 04:58:36.565,2024-10-24 04:58:36.565,4,1,eyJR0JcLIT,com.sec.android.app.shealth,220e4c86-18fc-4299-b6fa-7db7e1bd49ae,1699660800000,
62810050,,62810050,2024-10-24 04:58:36.577,2024-10-24 04:58:36.577,7,1,eyJR0JcLIT,com.sec.android.app.shealth,fbfd5134-24ec-41cb-abcb-fe2a0be78b64,1710028800000,
62810050,,62810050,2024-10-24 04:58:36.584,2024-10-24 04:58:36.584,14,1,eyJR0JcLIT,com.sec.android.app.shealth,4be9cdd8-a783-497d-81a9-0eb657f28809,1706572800000,
62810050,,62810050,2024-10-24 04:58:45.332,2024-10-24 04:58:45.332,5,1,eyJR0JcLIT,com.sec.android.app.shealth,46e224b7-dca5-4b57-a489-25f59436d381,1713484800000,
62810050,,62810050,2024-10-24 04:58:45.376,2024-10-24 04:58:45.376,11,1,eyJR0JcLIT,com.sec.android.app.shealth,8acc2b2f-dfb1-4283-9aca-c3e54baec2e3,1716940800000,
62810050,,62810050,2024-11-01 22:41:14.041,2024-10-24 04:58:45.385,6,1,eyJR0JcLIT,com.sec.android.app.shealth,06258dd1-38a9-4bf2-baf8-ff5d37011907,1728518400000,
62810050,,62810050,2024-10-24 04:58:47.259,2024-10-24 04:58:47.259,2,1,eyJR0JcLIT,com.sec.android.app.shealth,005f8be6-1749-4dc4-906e-370999fa3fa1,1688688000000,
62810050,,62810050,2024-10-24 04:58:47.283,2024-10-24 04:58:47.283,3,1,eyJR0JcLIT,com.sec.android.app.shealth,064da756-29cd-47c0-9c04-1e1256122614,1721606400000,
62810050,,62810050,2024-10-24 04:58:47.979,2024-10-24 04:58:47.979,7,1,eyJR0JcLIT,com.sec.android.app.shealth,b2f15f54-8869-4320-aa37-2ff67d0aa1a1,1718150400000,
62810050,,62810050,2024-10-24 04:58:48.016,2024-10-24 04:58:48.016,2,1,eyJR0JcLIT,com.sec.android.app.shealth,0133ffe5-d230-4b52-8abc-ded06acff749,1700265600000,
62810050,,62810050,2024-10-24 04:58:48.025,2024-10-24 04:58:48.025,2,1,eyJR0JcLIT,com.sec.android.app.shealth,59241eaf-ed70-40f1-8f00-433fc39d8bd4,1727308800000,
62810050,,62810050,2024-10-24 04:58:48.035,2024-10-24 04:58:48.035,4,1,eyJR0JcLIT,com.sec.android.app.shealth,9121195b-1c9c-4e73-a3e7-319a728bceac,1720396800000,
62810050,,62810050,2024-10-24 04:58:48.069,2024-10-24 04:58:48.069,6,1,eyJR0JcLIT,com.sec.android.app.shealth,6bd25673-fb02-4dd2-a09b-2f0eefee3d7a,1693353600000,
62810050,,62810050,2024-10-24 04:58:48.078,2024-10-24 04:58:48.078,3,1,eyJR0JcLIT,com.sec.android.app.shealth,768f0124-dea8-4984-ac3d-3676ff29db8d,1692748800000,
62810050,,62810050,2024-10-24 04:58:48.135,2024-10-24 04:58:48.135,3,1,eyJR0JcLIT,com.sec.android.app.shealth,6dad5b96-826e-4158-829d-98385196c697,1689292800000,
62810050,,62810050,2024-10-24 04:58:48.144,2024-10-24 04:58:48.144,7,1,eyJR0JcLIT,com.sec.android.app.shealth,e1bfebae-b0c7-4a0b-905c-2cd55421ea17,1707177600000,
62810050,,62810050,2024-10-24 04:58:48.223,2024-10-24 04:58:48.223,3,1,eyJR0JcLIT,com.sec.android.app.shealth,a876a45b-8960-4027-8b75-bd718696ffb6,1710633600000,
62810050,,62810050,2024-10-24 04:58:48.231,2024-10-24 04:58:48.231,8,1,eyJR0JcLIT,com.sec.android.app.shealth,6b7ffbc7-c3aa-41ab-a300-c316e144dac3,1714089600000,
62810050,,62810050,2024-10-24 04:58:48.247,2024-10-24 04:58:48.247,3,1,eyJR0JcLIT,com.sec.android.app.shealth,0e8c0312-ca22-4c2b-8007-711e39df9127,1717545600000,
62810050,,62810050,2024-10-24 20:29:41.897,2024-10-24 04:58:48.259,5,1,eyJR0JcLIT,com.sec.android.app.shealth,63aae587-9028-44cf-a104-200accb16d16,1727913600000,
62810050,,62810050,2024-10-24 04:58:48.265,2024-10-24 04:58:48.265,2,1,eyJR0JcLIT,com.sec.android.app.shealth,3b178eb6-bc4e-459e-b1b0-9f79a79f6b53,1711843200000,
62810050,,62810050,2024-10-24 04:58:48.294,2024-10-24 04:58:48.294,5,1,eyJR0JcLIT,com.sec.android.app.shealth,0639c9c7-bebe-4081-ae64-e31820c1a581,1708387200000,
62810050,,62810050,2024-10-24 04:58:48.396,2024-10-24 04:58:48.306,5,1,eyJR0JcLIT,com.sec.android.app.shealth,d2df3d6b-2fde-4ec2-bdeb-3678013056c1,1693958400000,
62810050,,62810050,2024-10-24 04:58:48.410,2024-10-24 04:58:48.410,1,1,eyJR0JcLIT,com.sec.android.app.shealth,fae4e03e-ecc4-4e93-802e-4ee2b3db313b,1715299200000,
62810050,,62810050,2024-10-24 04:58:48.428,2024-10-24 04:58:48.428,6,1,eyJR0JcLIT,com.sec.android.app.shealth,a7d6a652-55c6-4611-a551-55c4f3ca4b3d,1719360000000,
62810050,,62810050,2024-10-24 04:58:48.438,2024-10-24 04:58:48.438,1,1,eyJR0JcLIT,com.sec.android.app.shealth,c9e09fbd-47fe-4308-b136-76d486e3ebd2,1704326400000,
62810050,,62810050,2024-10-24 04:58:48.444,2024-10-24 04:58:48.444,3,1,eyJR0JcLIT,com.sec.android.app.shealth,5fae38f0-760c-44ae-a499-b4e00719f3ae,1700870400000,
62810050,,62810050,2024-10-24 04:58:48.463,2024-10-24 04:58:48.463,7,1,eyJR0JcLIT,com.sec.android.app.shealth,57e807ae-9a00-4105-8c4f-b03b0e271306,1707782400000,
62810050,,62810050,2024-10-24 04:58:48.479,2024-10-24 04:58:48.479,4,1,eyJR0JcLIT,com.sec.android.app.shealth,4b65c208-1120-4704-ac12-41079d85562a,1711238400000,
62810050,,62810050,2024-10-24 04:58:48.483,2024-10-24 04:58:48.483,11,1,eyJR0JcLIT,com.sec.android.app.shealth,ecf55bb3-653f-4390-ba31-97fafed4fe95,1691107200000,
62810050,,62810050,2024-10-24 04:58:48.499,2024-10-24 04:58:48.499,13,1,eyJR0JcLIT,com.sec.android.app.shealth,f4c85dd2-91d6-4f17-acc2-77830bef5e88,1708992000000,
62810050,,62810050,2024-10-24 04:58:48.514,2024-10-24 04:58:48.514,2,1,eyJR0JcLIT,com.sec.android.app.shealth,1d316889-8a2d-4633-8e71-4a98b92a0cbf,1702080000000,
62810050,,62810050,2024-10-24 04:58:48.531,2024-10-24 04:58:48.531,7,1,eyJR0JcLIT,com.sec.android.app.shealth,946e95d2-1e4a-4d93-8cac-bc812798061a,1705536000000,
62810050,,62810050,2024-10-24 04:58:48.550,2024-10-24 04:58:48.550,1,1,eyJR0JcLIT,com.sec.android.app.shealth,d4385e5a-2035-44bc-a31d-e75ba3552e05,1712448000000,
62810050,,62810050,2024-10-24 04:58:48.570,2024-10-24 04:58:48.570,1,1,eyJR0JcLIT,com.sec.android.app.shealth,d5f8eac7-06b4-4922-9a89-0be69e1c42d9,1715904000000,
