com.samsung.shealth.tracker.pedometer_day_summary,6302031,6
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
,2244,aedaf0df-2762-4c57-85e5-525ea9118e60.binning_data.json,1280773,6000,,0,2023-07-27 04:00:01.216,com.sec.android.app.shealth,2023-07-27 04:00:01.216,,1.3196093,1690.12,108.49,2244,KKMhhPrdKR,com.sec.android.app.shealth,0,aedaf0df-2762-4c57-85e5-525ea9118e60.achievement.json,aedaf0df-2762-4c57-85e5-525ea9118e60,1690329600000,
,4326,970d99c0-55ff-4165-a0c3-fbea42cc59d3.binning_data.json,2472297,6000,,17,2023-07-27 04:00:01.481,com.sec.android.app.shealth,2023-07-27 04:00:01.481,,1.309263,3236.8875,211.86285,4309,MPNPO0O1wv,com.sec.android.app.shealth,0,970d99c0-55ff-4165-a0c3-fbea42cc59d3.achievement.json,970d99c0-55ff-4165-a0c3-fbea42cc59d3,1690329600000,
,7559,8cea8f7a-e0ae-4437-ae28-f9cf515b74c9.binning_data.json,4313916,6000,,17,2023-07-28 03:58:00.638,com.sec.android.app.shealth,2023-07-27 08:25:10.408,8cea8f7a-e0ae-4437-ae28-f9cf515b74c9.source_info.json,1.3175323,5683.7236,367.8326,7542,VfS0qUERdZ,com.sec.android.app.shealth,0,8cea8f7a-e0ae-4437-ae28-f9cf515b74c9.achievement.json,8cea8f7a-e0ae-4437-ae28-f9cf515b74c9,1690416000000,
,3311,099c79e5-71a6-44c0-a3f5-469e264254ce.binning_data.json,1880966,6000,,1,2023-07-28 04:00:01.497,com.sec.android.app.shealth,2023-07-28 04:00:01.497,,1.3329371,2507.21,160.73,3310,KKMhhPrdKR,com.sec.android.app.shealth,0,099c79e5-71a6-44c0-a3f5-469e264254ce.achievement.json,099c79e5-71a6-44c0-a3f5-469e264254ce,1690416000000,
,4870,18a7b2e5-d796-4940-9c35-f9474d1dea1b.binning_data.json,2782499,6000,,16,2023-07-28 04:00:01.791,com.sec.android.app.shealth,2023-07-28 04:00:01.791,,1.3102407,3645.7444,237.82372,4854,MPNPO0O1wv,com.sec.android.app.shealth,0,18a7b2e5-d796-4940-9c35-f9474d1dea1b.achievement.json,18a7b2e5-d796-4940-9c35-f9474d1dea1b,1690416000000,
,3214,a1b6410e-2cad-4acb-8527-ada1affa85fb.binning_data.json,1826133,6000,,29,2023-07-29 01:55:01.556,com.sec.android.app.shealth,2023-07-28 05:48:52.728,a1b6410e-2cad-4acb-8527-ada1affa85fb.source_info.json,1.3330197,2434.2725,117.080414,3185,VfS0qUERdZ,com.sec.android.app.shealth,0,a1b6410e-2cad-4acb-8527-ada1affa85fb.achievement.json,a1b6410e-2cad-4acb-8527-ada1affa85fb,1690502400000,
,2758,669de33e-e854-4e4f-bf21-dd9383e7adaf.binning_data.json,1571834,6000,,23,2023-07-29 04:00:00.498,com.sec.android.app.shealth,2023-07-29 04:00:00.498,,1.3303182,2091.04,92.68,2735,KKMhhPrdKR,com.sec.android.app.shealth,0,669de33e-e854-4e4f-bf21-dd9383e7adaf.achievement.json,669de33e-e854-4e4f-bf21-dd9383e7adaf,1690502400000,
,707,9924547b-9d6c-4422-a7b5-7157735e06ab.binning_data.json,399665,6000,,6,2023-07-29 04:00:01.289,com.sec.android.app.shealth,2023-07-29 04:00:01.289,,1.3275411,530.5725,34.12042,701,MPNPO0O1wv,com.sec.android.app.shealth,0,9924547b-9d6c-4422-a7b5-7157735e06ab.achievement.json,9924547b-9d6c-4422-a7b5-7157735e06ab,1690502400000,
,4224,60d7f92a-cc19-41dd-8cb4-ec8fb9c5ac06.binning_data.json,2466090,6000,,11,2023-07-30 02:46:18.802,com.sec.android.app.shealth,2023-07-29 06:09:52.973,60d7f92a-cc19-41dd-8cb4-ec8fb9c5ac06.source_info.json,1.2801622,3156.9956,156.87088,4213,VfS0qUERdZ,com.sec.android.app.shealth,0,60d7f92a-cc19-41dd-8cb4-ec8fb9c5ac06.achievement.json,60d7f92a-cc19-41dd-8cb4-ec8fb9c5ac06,1690588800000,
,3611,785706bb-3537-434d-8997-917d19ec9e73.binning_data.json,2120722,6000,,0,2023-07-30 04:00:00.615,com.sec.android.app.shealth,2023-07-30 04:00:00.615,,1.2739242,2701.64,110.24,3611,KKMhhPrdKR,com.sec.android.app.shealth,0,785706bb-3537-434d-8997-917d19ec9e73.achievement.json,785706bb-3537-434d-8997-917d19ec9e73,1690588800000,
