com.samsung.shealth.activity.goal,6302031,1
update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2020-09-30 06:35:14.266,2020-09-30 06:35:14.266,60,UTC-0400,JFkyYd2pC4,com.sec.android.app.shealth,1601447714263,82565731-7552-4ec6-b2ad-4ae2ffa62274,
2020-11-01 11:00:01.177,2020-11-01 11:00:01.177,60,UTC-0500,JFkyYd2pC4,com.sec.android.app.shealth,1604228401168,8c99a94a-d586-42ea-8834-79922553fa24,
2021-03-14 10:01:37.369,2021-03-14 10:01:37.369,60,UTC-0400,JFkyYd2pC4,com.sec.android.app.shealth,1615716097365,3dadc410-332f-46da-af4d-869c584f28b1,
2020-09-30 06:35:14.345,2020-09-30 06:35:14.345,60,UTC-0400,JFkyYd2pC4,com.sec.android.app.shealth,1601447714336,53e7b0e5-eaec-45cf-a891-6b636d95d56e,
