com.samsung.health.sleep_stage,6302031,7
create_sh_ver,start_time,sleep_id,custom,modify_sh_ver,update_time,create_time,stage,time_offset,deviceuuid,pkg_name,end_time,datauuid
,2023-09-06 09:44:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 09:45:00.000,08773887-66d0-425e-87f1-4defa4f9b6b9,
,2023-09-06 09:45:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 09:57:00.000,8bac08da-e10a-497c-ae95-81797720c167,
,2023-09-06 09:57:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 09:58:00.000,6cf4d71e-46c1-44cc-b1a8-fe61fbc1bac7,
,2023-09-06 09:58:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 10:04:00.000,e5acc156-b8a5-4b5a-b80d-ac4a0bb1632c,
,2023-09-06 10:04:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 10:07:00.000,dcf5e7d3-91d1-4db5-99b6-e1c39c29a18b,
,2023-09-06 10:07:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.064,2023-09-06 11:56:12.064,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 10:11:00.000,d9313fb2-d246-4149-8263-fc0df6cf1671,
,2023-09-06 10:11:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.065,2023-09-06 11:56:12.065,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 10:53:00.000,293c3523-fd43-4b66-b047-2f96b2eb0484,
,2023-09-06 10:53:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.065,2023-09-06 11:56:12.065,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 10:54:00.000,443ee04b-9d0a-4287-a36c-b22438e41fe1,
,2023-09-06 10:54:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.065,2023-09-06 11:56:12.065,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:20:00.000,e058a185-809c-4cfb-8287-f13580f9fa55,
,2023-09-06 11:20:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.065,2023-09-06 11:56:12.065,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:21:00.000,62a7a0cc-969f-499e-9823-aba80428538d,
,2023-09-06 11:21:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.065,2023-09-06 11:56:12.065,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:22:00.000,09cfd672-2c84-4447-8cbc-b3e9898296c9,
,2023-09-06 11:22:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.066,2023-09-06 11:56:12.066,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:26:00.000,c256153c-d4ba-4961-8bd7-95d65c1d9761,
,2023-09-06 11:26:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.066,2023-09-06 11:56:12.066,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:42:00.000,bc90ac66-58ec-4ddc-bacb-19b31e2784ae,
,2023-09-06 11:42:00.000,9ea2132c-527c-44f4-89d1-131cbe92f774,,,2023-09-06 11:56:12.066,2023-09-06 11:56:12.066,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-06 11:48:00.000,7cca3977-4445-46ae-b881-0a3e3ddda40a,
,2023-09-08 03:36:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.117,2023-09-08 12:30:53.117,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:08:00.000,e61ea9e7-9d4e-4170-a1b3-c975bc3a4ca2,
,2023-09-08 04:08:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.117,2023-09-08 12:30:53.117,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:29:00.000,ee211191-be9d-4700-87cf-9fdbb8166842,
,2023-09-08 04:29:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.117,2023-09-08 12:30:53.117,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:30:00.000,5971c4cf-0028-4d84-88a5-1ea8ff8aa897,
,2023-09-08 04:30:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.118,2023-09-08 12:30:53.118,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:41:00.000,912a6c5f-78bb-49ae-93d1-8dd01f17fac5,
,2023-09-08 04:41:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.118,2023-09-08 12:30:53.118,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:53:00.000,9fa79a6d-f438-4dc6-9f11-a9d0e1c7f00a,
,2023-09-08 04:53:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.118,2023-09-08 12:30:53.118,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:56:00.000,aa830577-bdaa-4fc6-9624-7652b6be96d8,
,2023-09-08 04:56:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.118,2023-09-08 12:30:53.118,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 04:57:00.000,dc182001-98aa-47d1-9c91-d41bbab7a544,
,2023-09-08 04:57:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.119,2023-09-08 12:30:53.119,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:00:00.000,c406f984-5a04-4fd2-8f53-bbf997d3714d,
,2023-09-08 05:00:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.119,2023-09-08 12:30:53.119,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:01:00.000,4fd40ad8-82a6-4542-ad0d-0c5afee4d346,
,2023-09-08 05:01:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.119,2023-09-08 12:30:53.119,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:16:00.000,e3896ea0-d990-4bc1-9cd0-e0ef4e44a616,
,2023-09-08 05:16:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.120,2023-09-08 12:30:53.120,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:49:00.000,d0c212da-21b0-4834-998d-adfd385bf750,
,2023-09-08 05:49:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.120,2023-09-08 12:30:53.120,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:55:00.000,0f5c166a-2f1b-4608-a4ba-67b11f1ad302,
,2023-09-08 05:55:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.120,2023-09-08 12:30:53.120,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:56:00.000,4cc1b15b-0c91-4010-bb64-0b71c1493634,
,2023-09-08 05:56:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.120,2023-09-08 12:30:53.120,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 05:59:00.000,9dd875d6-ce33-4a7e-9298-920d759d329f,
,2023-09-08 05:59:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.121,2023-09-08 12:30:53.121,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:10:00.000,18fa284d-8983-4aee-9ac6-51a33585cc8c,
,2023-09-08 06:10:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.121,2023-09-08 12:30:53.121,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:12:00.000,32dc4bfb-168e-4fee-9f22-721c9091de7c,
,2023-09-08 06:12:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.121,2023-09-08 12:30:53.121,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:35:00.000,b263c650-cbef-4c14-a8aa-c78deb0db165,
,2023-09-08 06:35:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.122,2023-09-08 12:30:53.122,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:38:00.000,523db7bc-a3bf-4402-bd28-263306a59968,
,2023-09-08 06:38:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.122,2023-09-08 12:30:53.122,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:41:00.000,3e332bab-3dff-4858-86e2-57651e412259,
,2023-09-08 06:41:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.122,2023-09-08 12:30:53.122,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:44:00.000,7394c9d2-e252-4ee9-99e8-e5655940bee7,
,2023-09-08 06:44:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.123,2023-09-08 12:30:53.123,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:56:00.000,92924022-43b9-4ff4-8871-869cc4e09b53,
,2023-09-08 06:56:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.123,2023-09-08 12:30:53.123,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 06:57:00.000,c68c8835-a626-4264-b5d3-1a50663eae1b,
,2023-09-08 06:57:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.123,2023-09-08 12:30:53.123,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:01:00.000,c1306783-4db2-4462-956c-787b1e3af375,
,2023-09-08 07:01:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.124,2023-09-08 12:30:53.124,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:02:00.000,25b70d32-b1b5-494d-a271-e037cd3d147d,
,2023-09-08 07:02:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.124,2023-09-08 12:30:53.124,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:17:00.000,52bf61ca-090e-420e-ab87-3f574b7528f2,
,2023-09-08 07:17:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.124,2023-09-08 12:30:53.124,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:18:00.000,f6795284-92f2-49e7-a517-594d12a9dd5b,
,2023-09-08 07:18:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.124,2023-09-08 12:30:53.124,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:21:00.000,f615c017-5934-4cc4-9c9b-01032dec3c8c,
,2023-09-08 07:21:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.125,2023-09-08 12:30:53.125,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:23:00.000,14473ff3-3f0d-44e3-a7c0-b960021cbbd5,
,2023-09-08 07:23:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.125,2023-09-08 12:30:53.125,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:29:00.000,1d12acc8-7456-4900-8723-954ff7e615a8,
,2023-09-08 07:29:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.125,2023-09-08 12:30:53.125,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:36:00.000,7572b6a7-d13f-4439-b78e-693d01dfdecb,
,2023-09-08 07:36:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.125,2023-09-08 12:30:53.125,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:38:00.000,970cd09e-7f32-477f-93a9-04c799863494,
,2023-09-08 07:38:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.126,2023-09-08 12:30:53.126,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:57:00.000,02795ce6-8853-421d-abcd-44008a82a9ed,
,2023-09-08 07:57:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.126,2023-09-08 12:30:53.126,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 07:58:00.000,d5b1d8c0-e064-4fcf-a3d2-df70226669b4,
,2023-09-08 07:58:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.126,2023-09-08 12:30:53.126,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 08:29:00.000,a873812a-ab73-48cf-9c33-cc9d78e3c214,
,2023-09-08 08:29:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.126,2023-09-08 12:30:53.126,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 08:30:00.000,7365af39-532d-4eff-b40f-46577676327d,
,2023-09-08 08:30:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.127,2023-09-08 12:30:53.127,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 08:58:00.000,432e9d48-552e-4157-bc3c-edd27c3a67f3,
,2023-09-08 08:58:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.127,2023-09-08 12:30:53.127,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:01:00.000,ee03ce20-a50c-498a-8812-f72092fc62c8,
,2023-09-08 09:01:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.127,2023-09-08 12:30:53.127,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:03:00.000,c7cc70a6-40a4-40c6-b88d-80169733f214,
,2023-09-08 09:03:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.127,2023-09-08 12:30:53.127,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:06:00.000,be06a091-1c83-4171-b789-9eafa2997a53,
,2023-09-08 09:06:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.127,2023-09-08 12:30:53.127,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:07:00.000,20fd1c01-f261-4f23-aaa9-74428343945c,
,2023-09-08 09:07:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.128,2023-09-08 12:30:53.128,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:33:00.000,182a0d3f-90fc-43e7-aadb-2a92c476bd6a,
,2023-09-08 09:33:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.128,2023-09-08 12:30:53.128,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:34:00.000,da7976d2-18a3-46ce-ab73-0661edde4d8e,
,2023-09-08 09:34:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.128,2023-09-08 12:30:53.128,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 09:45:00.000,25ac20bc-3e54-4104-99a8-befef56ab9d6,
,2023-09-08 09:45:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.128,2023-09-08 12:30:53.128,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:07:00.000,1094be17-fe3b-4ca2-ac03-e9b9a6d1699d,
,2023-09-08 10:07:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.129,2023-09-08 12:30:53.129,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:08:00.000,8792b835-3214-4efe-ab8a-6ca210769abd,
,2023-09-08 10:08:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.129,2023-09-08 12:30:53.129,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:18:00.000,2e07c9a4-0358-4e4d-8eb6-fb5eb594df6a,
,2023-09-08 10:18:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.129,2023-09-08 12:30:53.129,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:19:00.000,7741d5f1-5d08-47bf-b46b-ba31f8d9a48a,
,2023-09-08 10:19:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.129,2023-09-08 12:30:53.129,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:23:00.000,7f3e8f93-4c7b-4066-8343-3af1d2f29984,
,2023-09-08 10:23:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.129,2023-09-08 12:30:53.129,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:24:00.000,11994106-ac8b-44dd-ab22-8b02b86bab46,
,2023-09-08 10:24:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.130,2023-09-08 12:30:53.130,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:35:00.000,c08ab52a-00b5-4e89-94f2-a7a9eefc8800,
,2023-09-08 10:35:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.130,2023-09-08 12:30:53.130,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:36:00.000,ee862bb3-9bb0-4035-8024-5776a900ba16,
,2023-09-08 10:36:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.130,2023-09-08 12:30:53.130,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:45:00.000,5b9ddc25-7b06-453b-b79c-9239a9a48efc,
,2023-09-08 10:45:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.131,2023-09-08 12:30:53.131,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:48:00.000,57577a0f-b361-4352-a1bc-85588d477eaa,
,2023-09-08 10:48:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.131,2023-09-08 12:30:53.131,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 10:54:00.000,0a7d71ac-8eab-4513-a228-29707c8ef8c3,
,2023-09-08 10:54:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.131,2023-09-08 12:30:53.131,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:18:00.000,ceb744db-40e4-463b-a26a-0e5234d944db,
,2023-09-08 11:18:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.131,2023-09-08 12:30:53.131,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:24:00.000,fb024593-452c-452f-8a83-6d9ec2952b3d,
,2023-09-08 11:24:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.132,2023-09-08 12:30:53.132,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:34:00.000,02de119c-4c71-4f84-b466-8e3fd5f8f0a3,
,2023-09-08 11:34:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.132,2023-09-08 12:30:53.132,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:35:00.000,272cba07-6189-432a-8969-5b3d0a34c489,
,2023-09-08 11:35:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.132,2023-09-08 12:30:53.132,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:40:00.000,fe78817c-6b64-4b74-8f49-8c07fb2731e1,
,2023-09-08 11:40:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.133,2023-09-08 12:30:53.133,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 11:41:00.000,023d69f7-6b61-4e61-8e45-9aa34b2fe823,
,2023-09-08 11:41:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.133,2023-09-08 12:30:53.133,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 12:04:00.000,cbc98237-c241-4b20-ac82-591b544d1a7c,
,2023-09-08 12:04:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.133,2023-09-08 12:30:53.133,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 12:05:00.000,bd8ac346-dab0-4b82-9c97-c92ac010e5f0,
,2023-09-08 12:05:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.133,2023-09-08 12:30:53.133,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 12:16:00.000,df85a48d-2b78-4592-8dc8-28fce0c6f3ef,
,2023-09-08 12:16:00.000,686c0974-ec6f-464c-a587-a61dda047763,,,2023-09-08 12:30:53.134,2023-09-08 12:30:53.134,40004,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-08 12:29:00.000,c5aa851b-f941-4d05-b5b5-cbf5dc71f455,
,2023-09-09 05:54:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.325,2023-09-09 13:22:11.325,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:34:00.000,4de193cb-b232-4a88-8bdb-2a1a8c3e9840,
,2023-09-09 06:34:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:35:00.000,d1f608c5-3c29-412d-bb1e-c5383da26208,
,2023-09-09 06:35:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:36:00.000,4bec661c-b2ec-4d08-9088-0588e4c60654,
,2023-09-09 06:36:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:40:00.000,2965831f-edd9-40bc-9361-7937dbbee83b,
,2023-09-09 06:40:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:41:00.000,19decebe-1f96-4421-8a55-ffa70fe91cbb,
,2023-09-09 06:41:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:43:00.000,cff417e1-2bbc-4340-b2d6-9b3d420d3ab6,
,2023-09-09 06:43:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.326,2023-09-09 13:22:11.326,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:46:00.000,069e3dff-4156-431b-9dbf-c0a564cf9adb,
,2023-09-09 06:46:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:52:00.000,42e6f1d7-2869-4234-b482-1f486d621927,
,2023-09-09 06:52:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:54:00.000,ef96be13-c4de-4d18-a4a2-02d3fad9714a,
,2023-09-09 06:54:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 06:56:00.000,10032aed-2aff-45e6-8cae-b9c1a6bc816d,
,2023-09-09 06:56:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 07:07:00.000,3689bdf1-00ce-4b32-b324-9f9dd7ba5e19,
,2023-09-09 07:07:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 07:16:00.000,f6da3a47-7491-4970-8e04-260f34896a56,
,2023-09-09 07:16:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.327,2023-09-09 13:22:11.327,40001,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 07:18:00.000,4d931310-8f23-4a51-a0d3-1c33262b9d14,
,2023-09-09 07:18:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.328,2023-09-09 13:22:11.328,40002,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 07:51:00.000,8a9be236-2bfa-4e5d-8f86-5c6c3e87c810,
,2023-09-09 07:51:00.000,6cd8f20c-3ef8-4120-8b54-e57a045825a6,,,2023-09-09 13:22:11.328,2023-09-09 13:22:11.328,40003,UTC-0400,KKMhhPrdKR,com.sec.android.app.shealth,2023-09-09 08:00:00.000,337ccdcd-42f8-4917-88c7-9672514106b8,
