com.samsung.shealth.insight.message_notification,6302031,1
message_id,device_type,status,update_time,create_time,time_offset,deviceuuid,pkg_name,issue_time,datauuid
Sleep_Weekly_2_2_new,1,0,2024-07-25 16:42:09.841,2024-07-25 16:42:09.841,UTC-0500,O9FeBgTflh,com.sec.android.app.shealth,,1fd0cc9f-3063-40f0-bafc-34d479b9def0,
Sleep_Weekly_2_1_new,1,0,2024-09-16 14:17:55.323,2024-09-16 14:17:55.323,UTC-0500,eyJR0JcLIT,com.sec.android.app.shealth,,474267fc-1b42-4c6c-b8ba-474887c25a8b,
