com.samsung.shealth.sleep_raw_data,6302031,2
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_uuid,data,version,deviceuuid,pkg_name,datauuid
62981051,62981051,2025-07-06 14:06:20.593,2025-07-06 14:06:20.593,39b496f6-ca66-41a9-a69d-467031dfa12a,ce94e27d-3a57-460c-8e8e-a4fe266e4a3e.data.json,2,uAWUqdMJDI,com.sec.android.app.shealth,ce94e27d-3a57-460c-8e8e-a4fe266e4a3e,
