com.samsung.health.hrv,6302031,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62980011,2025-05-23 14:00:00.000,,5c127e07-10d5-4fc2-82cf-38db647873ee.binning_data.json,62980011,2025-05-23 15:15:01.215,2025-05-23 15:15:01.215,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-23 15:00:00.000,5c127e07-10d5-4fc2-82cf-38db647873ee,
62980011,2025-05-23 15:00:00.000,,48da7cf3-4755-4320-a3e5-097c6193860a.binning_data.json,62980011,2025-05-23 15:44:19.557,2025-05-23 15:44:19.557,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-23 15:44:19.497,48da7cf3-4755-4320-a3e5-097c6193860a,
62980011,2025-05-24 05:00:00.000,,cc11eee9-4ecd-4500-b1bb-006aeea8d9d9.binning_data.json,62980011,2025-05-24 06:15:01.230,2025-05-24 06:15:01.230,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 06:00:00.000,cc11eee9-4ecd-4500-b1bb-006aeea8d9d9,
62980011,2025-05-24 06:00:00.000,,69cd657d-d615-4ef3-8e0b-8c88a02859c3.binning_data.json,62980011,2025-05-24 07:23:34.050,2025-05-24 07:23:34.050,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 07:00:00.000,69cd657d-d615-4ef3-8e0b-8c88a02859c3,
62980011,2025-05-24 07:00:00.000,,b17ee393-1cb4-4199-b681-2d68f15bd24b.binning_data.json,62980011,2025-05-24 08:15:01.299,2025-05-24 08:15:01.299,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 08:00:00.000,b17ee393-1cb4-4199-b681-2d68f15bd24b,
62980011,2025-05-24 08:00:00.000,,ce41d59f-da17-4f03-b86f-ff7dc3dd3723.binning_data.json,62980011,2025-05-24 09:15:43.246,2025-05-24 09:15:43.246,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 09:00:00.000,ce41d59f-da17-4f03-b86f-ff7dc3dd3723,
62980011,2025-05-24 09:00:00.000,,aa6f3e27-d3da-4cd7-9df3-8a2c7923e573.binning_data.json,62980011,2025-05-24 10:15:00.304,2025-05-24 10:15:00.304,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 10:00:00.000,aa6f3e27-d3da-4cd7-9df3-8a2c7923e573,
62980011,2025-05-24 10:00:00.000,,1c9a362b-4783-4e2b-84ba-21ac324526ef.binning_data.json,62980011,2025-05-24 11:15:00.300,2025-05-24 11:15:00.300,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 11:00:00.000,1c9a362b-4783-4e2b-84ba-21ac324526ef,
62980011,2025-05-24 11:00:00.000,,a81981e3-3a05-4f7a-b09b-9534f1265762.binning_data.json,62980011,2025-05-24 12:15:01.193,2025-05-24 12:15:01.193,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 12:00:00.000,a81981e3-3a05-4f7a-b09b-9534f1265762,
62980011,2025-05-24 12:00:00.000,,a4210663-57d8-426e-a4a5-639115e37620.binning_data.json,62980011,2025-05-24 13:15:00.346,2025-05-24 12:19:13.733,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 13:00:00.000,a4210663-57d8-426e-a4a5-639115e37620,
